"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 139건","","","","368,808","","",""
"1","인스턴트커피","효고현","2018-12-13","449","불검출","불검출","적합"
"2","인스턴트커피","효고현","2018-12-06","300","불검출","불검출","적합"
"3","혼합제제","오사카부","2018-12-26","300","불검출","불검출","적합"
"4","탄산음료","오사카부","2018-12-17","4,930","불검출","불검출","적합"
"5","절임식품","미야자키현","2019-01-08","32","불검출","불검출","적합"
"6","소스","군마현","2018-12-12","216","불검출","불검출","적합"
"7","과자","아이치현","2018-12-21","95","불검출","불검출","적합"
"8","소스","후쿠오카현","2019-01-07","4,520","불검출","불검출","적합"
"9","빵류","히로시마현","2019-01-15","1,248","불검출","불검출","적합"
"10","빵류","히로시마현","2019-01-15","864","불검출","불검출","적합"
"11","빵류","히로시마현","2019-01-15","204","불검출","불검출","적합"
"12","카레(커리)","니가타현","2018-11-21","3,960","불검출","불검출","적합"
"13","카레(커리)","니가타현","2018-11-28","2,904","불검출","불검출","적합"
"14","과자","이바라키현","2018-12-28","360","불검출","불검출","적합"
