"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 140건","","","","288,241","","",""
"1","소스","나가사키현","2018-12-18","5,823","불검출","불검출","적합"
"2","즉석조리식품","가가와현","2018-11-14","296","불검출","불검출","적합"
"3","즉석조리식품","가가와현","2018-10-01","679","불검출","불검출","적합"
"4","카레(커리)","사이타마현","2018-11-01","2,976","불검출","불검출","적합"
"5","카레(커리)","나가노현","2018-10-20","6,237","불검출","불검출","적합"
"6","가공두부","나가노현","2018-05-15","300","불검출","불검출","적합"
"7","가공두부","나가노현","2018-12-19","3,892","불검출","불검출","적합"
"8","가공두부","나가노현","2018-12-14","9,184","불검출","불검출","적합"
"9","혼합제제","효고현","2019-01-10","17","불검출","불검출","적합"
"10","혼합제제","효고현","2019-01-15","17","불검출","불검출","적합"
"11","글루코만난","히로시마현","2018-12-17","50","불검출","불검출","적합"
"12","기타가공품","나가사키현","2019-01-11","30","불검출","불검출","적합"
"13","혼합제제","효고현","2019-01-15","17","불검출","불검출","적합"
"14","혼합제제","효고현","2019-01-10","17","불검출","불검출","적합"
