"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 86건","","","","225,847","","",""
"1","서류가공품","네덜란드","2016-11-02","150","불검출","불검출","적합"
"2","카레","도치기현","2017-03-09","759","불검출","불검출","적합"
"3","카레","도치기현","2017-03-14","5,382","불검출","불검출","적합"
"4","카레","도치기현","2017-04-26","111","불검출","불검출","적합"
"5","청주","니가타현","2017-06-07","1,296","불검출","불검출","적합"
"6","청주","이바라키현","2017-06-07","518","불검출","불검출","적합"
"7","청주","이바라키현","2017-06-07","527","불검출","불검출","적합"
"8","청주","니가타현","2017-06-08","1,037","불검출","불검출","적합"
"9","청주","니가타현","2017-06-08","432","불검출","불검출","적합"
"10","청주","이바라키현","2017-06-07","518","불검출","불검출","적합"
"11","소스류","나가사키현","2017-06-06","12,540","불검출","불검출","적합"
"12","탄산음료","오사카부","2017-05-08","1,458","불검출","불검출","적합"
"13","탄산음료","오사카부","2017-06-07","1,800","불검출","불검출","적합"
