"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 49건","","","","493,395","","",""
"1","EPA 및
DHA
함유 유지(원료성)","이바라키현","2017-01-25","64","불검출","불검출","적합"
"2","소스류","나가사키현","2017-05-22","2,588","불검출","불검출","적합"
"3","소스류","나가사키현","2017-05-02","2,943","불검출","불검출","적합"
"4","소스류","나가사키현","2017-05-01","3,185","불검출","불검출","적합"
"5","소스류","나가사키현","2017-05-23","4,235","불검출","불검출","적합"
"6","드레싱","나가사키현","2017-06-07","1,324","불검출","불검출","적합"
"7","소스류","나가사키현","2017-06-07","1,881","불검출","불검출","적합"
"8","소스류","나가사키현","2017-05-26","1,863","불검출","불검출","적합"
"9","소스류","나가사키현","2017-05-27","1,975","불검출","불검출","적합"
"10","소스류","나가사키현","2017-06-05","1,028","불검출","불검출","적합"
"11","소스류","나가사키현","2017-05-29","872","불검출","불검출","적합"
"12","소스류","나가사키현","2017-05-09","884","불검출","불검출","적합"
