"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","84건","","633,464","","",""
"1","소스류","야마가타현","2014-04-02","24","불검출","불검출","적합"
"2","카레","야마가타현","2014-04-25","24","불검출","불검출","적합"
"3","금박","이시카와현","2014-06-25","0.09","불검출","불검출","적합"
"4","혼합장","효고현","2014-04-15","408.2","불검출","불검출","적합"
"5","양조간장","효고현","2014-06-03","380.4","불검출","불검출","적합"
"6","청주","효고현","2014-06-03","108","불검출","불검출","적합"
"7","청주","효고현","2014-05-16","86","불검출","불검출","적합"
"8","리큐르","효고현","2014-04-23","324","불검출","불검출","적합"
"9","청주","구마모토현","2014-05-20","79","불검출","불검출","적합"
"10","혼합제제","시가현","2014-06-25","50","불검출","불검출","적합"
"11","개별인정형건강기능식품","훗카이도","2013-11-01","204","불검출","불검출","적합"
"12","맥주","구마모토현","2014-06-01","46,230.4","불검출","불검출","적합"
"13","소스류","야마나시현","2014-06-15","2,520","불검출","불검출","적합"
"14","과자(비스킷)","이바라키현","2014-06-16","102","불검출","불검출","적합"
"15","청주","교토부","2014-05-19","172.8","불검출","불검출","적합"
"16","청주","야마구치현","2014-06-13","86.4","불검출","불검출","적합"
"17","청주","야마구치현","2014-06-06","86.4","불검출","불검출","적합"
"18","소주","미야자키현","2014-04-09","86.4","불검출","불검출","적합"
