"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"82","카레","니가타현","2016-08-05","7,200","불검출","불검출","적합"
"83","고형차","효고현","2016-09-07","1,500","불검출","불검출","적합"
"84","혼합제제","사이타마현","2016-05-27","70","불검출","불검출","적합"
"85","향신료조제품(고추
냉이가공품)","군마현","2016-09-08","1,125","불검출","불검출","적합"
"86","혼합제제","효고현","2016-09-15","34","불검출","불검출","적합"
"87","소스류","에히메현","2016-09-03","7,000","불검출","불검출","적합"
"88","혼합제제","효고현","2016-09-15","34","불검출","불검출","적합"
"89","혼합제제","사이타마현","2016-08-22","105","불검출","불검출","적합"
"90","청주","나가사키현","2016-07-01","294","불검출","불검출","적합"
"91","기타가공품","훗카이도","2016-09-09","153","불검출","불검출","적합"
"92","혼합제제","사이타마현","2016-09-02","60","불검출","불검출","적합"
"93","혼합제제","효고현","2016-09-14","17","불검출","불검출","적합"
"94","혼합제제","사이타마현","2016-09-07","180","불검출","불검출","적합"
"95","혼합제제","사이타마현","2016-08-22","50","불검출","불검출","적합"
