"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","28,906","-","-","-"
"1","냉장갈치","히로시마현","2016-10-10","60","불검출","불검출","적합"
"2","냉장돔(황돔)","야마구치현","2016-10-10","280","불검출","불검출","적합"
"3","냉장가오리","에히메현","2016-10-10","350","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2016-10-10","18,791","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-10-10","3,308","불검출","불검출","적합"
"6","활꼬막","사가현","2016-10-10","1,500","불검출","불검출","적합"
"7","활꼬막(새꼬막)","사가현","2016-10-10","240","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-10-10","2,508","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2016-10-10","650","불검출","불검출","적합"
"10","냉장민어(수조기)","야마구치현","2016-10-10","30","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2016-10-10","120","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-10-10","1,069","불검출","불검출","적합"
