"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","23,876","-","-","-"
"1","활돔(참돔)","에히메현","2017-03-17","4672","불검출","불검출","적합"
"2","냉장명태","홋카이도","2017-03-17","1157","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-03-17","1280","불검출","불검출","적합"
"4","냉장대구","홋카이도","2017-03-17","490","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-03-17","1144","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-03-17","1290","불검출","불검출","적합"
"7","냉장대구","홋카이도","2017-03-17","480","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-03-17","1190","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-03-17","5000","불검출","불검출","적합"
"10","활가리비","홋카이도","2017-03-17","7173","불검출","불검출","적합"
