"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","92,241","-","-","-"
"1","활돔(참돔)","나가사키현","2015-4-24","9,925","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2015-4-24","7,929","불검출","불검출","적합"
"3","활장어(먹장어)","나가사키현","2015-4-24","617","불검출","불검출","적합"
"4","냉동가리비(외투막)","홋카이도","2015-4-24","7,390","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-4-24","6,798","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-4-24","7,114","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-4-24","6,937","불검출","불검출","적합"
"8","활가리비","홋카이도","2015-4-24","6,843","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-4-24","3,367","불검출","불검출","적합"
"10","활꼬막","사가현","2015-4-24","360","불검출","불검출","적합"
"11","활꼬막(새꼬막)","사가현","2015-4-24","3,000","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-4-24","4,256","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-4-24","4,278","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-4-24","13,752","불검출","불검출","적합"
"15","활꼬막(새꼬막)","사가현","2015-4-24","3,100","불검출","불검출","적합"
"16","냉동다랑어(남방참다랑어) 인도양","","2015-4-24","6,575","불검출","불검출","적합"
