"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 79건","","","","116,608","","",""
"1","과자(스낵과자)","니가타현","2017-05-06","510","불검출","불검출","적합"
"2","캔디류(젤리)","군마현","2017-04-21","11,232","불검출","불검출","적합"
"3","소스류","히로시마현","2017-04-20","11,340","불검출","불검출","적합"
"4","청주","시즈오카현","2017-04-18","86","불검출","불검출","적합"
"5","청주","시즈오카현","2017-04-21","43","불검출","불검출","적합"
"6","소스류","히로시마현","2017-04-24","1,983","불검출","불검출","적합"
"7","냉면","가가와현","2017-05-22","7,128","불검출","불검출","적합"
"8","냉면","가가와현","2017-05-22","432","불검출","불검출","적합"
"9","즉석조리식품","히로시마현","2017-03-10","36","불검출","불검출","적합"
"10","카레","니가타현","2017-05-01","4,032","불검출","불검출","적합"
"11","카레","니가타현","2017-05-01","4,608","불검출","불검출","적합"
