"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 86건","","","","1,054,547","","",""
"1","과자(비스킷)","아이치현","2017-05-19","1,163","불검출","불검출","적합"
"2","과자(크래커)","아이치현","2017-05-22","1,733","불검출","불검출","적합"
"3","양조간장","지바현","2017-04-24","2,340","불검출","불검출","적합"
"4","카레","나가노현","2017-01-11","4,000","불검출","불검출","적합"
"5","복합조미식품","오카야마현","2017-02-16","20","불검출","불검출","적합"
"6","향신료조제품(고추
냉이가공품)","아이치현","2017-03-01","129","불검출","불검출","적합"
"7","혼합장","시즈오카현","2017-05-12","600","불검출","불검출","적합"
"8","소스류","미야자키현","2017-04-10","500","불검출","불검출","적합"
"9","수산물가공품","후쿠시마현","2017-04-25","600","불검출","불검출","적합"
"10","빵류(케이크)","기후현","2017-02-09","2,310","불검출","불검출","적합"
