"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 98건","","","","1,015,282","","",""
"1","유탕면류","나라현","2017-03-30","29","불검출","불검출","적합"
"2","냉면","나가노현","2017-03-17","450","불검출","불검출","적합"
"3","복합조미식품","미에현","2017-04-11","128","불검출","불검출","적합"
"4","복합조미식품","미에현","2017-03-17","12","불검출","불검출","적합"
"5","소스류","도치기현","2017-04-03","360","불검출","불검출","적합"
"6","소스류","도치기현","2017-03-07","90","불검출","불검출","적합"
"7","소스류","도치기현","2017-03-09","240","불검출","불검출","적합"
"8","드레싱","도치기현","2017-02-15","120","불검출","불검출","적합"
"9","카레","시즈오카현","2017-02-01","207","불검출","불검출","적합"
"10","카레","시즈오카현","2017-03-01","207","불검출","불검출","적합"
"11","카레","시즈오카현","2017-03-01","345","불검출","불검출","적합"
