"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 107건","","","","438,949","","",""
"1","청주","이와테현","2017-12-06","173","불검출","불검출","적합"
"2","소스","히로시마현","2017-12-19","876","불검출","불검출","적합"
"3","혼합제제","효고현","2018-01-19","17","불검출","불검출","적합"
"4","혼합제제","효고현","2018-01-11","17","불검출","불검출","적합"
"5","혼합제제","사이타마현","2017-12-12","306","불검출","불검출","적합"
"6","양조간장","지바현","2018-01-12","9,360","불검출","불검출","적합"
"7","양조간장","지바현","2018-01-16","5,120","불검출","불검출","적합"
"8","기타천연착향료","오사카부","2018-01-15","45","불검출","불검출","적합"
"9","혼합제제","오사카부","2018-01-17","30","불검출","불검출","적합"
"10","양조간장","지바현","2017-11-21","1,430","불검출","불검출","적합"
"11","소스","지바현","2017-12-06","635","불검출","불검출","적합"
"12","맥주","교토부","2018-01-09","221,760","불검출","불검출","적합"
"13","기타가공품","오사카부","2018-01-26","42","불검출","불검출","적합"
