"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","50","","262,769","","",""
"1","드레싱","오사카부","2016-02-18","180","불검출","불검출","적합"
"2","드레싱","사가현","2015-12-07","180","불검출","불검출","적합"
"3","마요네즈","효고현","2016-03-09","900","불검출","불검출","적합"
"4","기타장류","효고현","2016-03-03","1,620","불검출","불검출","적합"
"5","카레","아이치현","2016-01-26","1,200","불검출","불검출","적합"
"6","캔디류(젤리)","교토부","2015-12-31","26.42","불검출","불검출","적합"
"7","당류가공품","교토부","2016-01-31","150","불검출","불검출","적합"
"8","과·채가공품","오카야마현","2016-03-03","322.4","불검출","불검출","적합"
"9","과·채가공품","오카야마현","2016-02-24","1,648","불검출","불검출","적합"
"10","과자(스낵과자)","아이치현","2016-02-01","103.5","불검출","불검출","적합"
"11","혼합식용유","오사카부","2016-02-23","30","불검출","불검출","적합"
"12","혼합제제","시가현","2016-02-23","801.24","불검출","불검출","적합"
"13","혼합장","야마나시현","2016-03-14","3,000","불검출","불검출","적합"
