"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장돔(황돔)","야마구치현","2018-09-13","84","적합","적합","적합"
"22","냉장돔(참돔)","야마구치현","2018-09-13","115","적합","적합","적합"
"23","활가리비","홋카이도","2018-09-13","21,000","적합","적합","적합"
"24","활돔(참돔)","에히메현","2018-09-13","2,414","적합","적합","적합"
"25","활방어(잿방어)","에히메현","2018-09-13","954","적합","적합","적합"
"26","냉동돔(금눈돔)","시즈오카현","2018-09-13","99","적합","적합","적합"
"27","냉장돔(참돔)","나가사키현","2018-09-13","232","적합","적합","적합"
"28","냉동다랑어(눈다랑어,목살)","대서양","2018-09-13","53","적합","적합","적합"
"29","냉장명태","홋카이도","2018-09-13","1,242","적합","적합","적합"
"30","활전갱이(흑점줄전갱이)","에히메현","2018-09-13","956","적합","적합","적합"
"31","활가리비","홋카이도","2018-09-13","6,990","적합","적합","적합"
"합계","","-","-","91,544","-","-","-"
