"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 88건","","","","597,852","","",""
"1","혼합제제","효고현","2018-08-09","15","불검출","불검출","적합"
"2","혼합제제","효고현","2018-08-09","60","불검출","불검출","적합"
"3","혼합제제","효고현","2018-08-08","90","불검출","불검출","적합"
"4","혼합제제","효고현","2018-08-09","90","불검출","불검출","적합"
"5","과실주","야마나시현","2018-04-13","180","불검출","불검출","적합"
"6","캔디류","오사카부","2018-06-02","106","불검출","불검출","적합"
"7","캔디류","아이치현","2018-07-24","648","불검출","불검출","적합"
"8","탄산음료","사가현","2018-06-03","720","불검출","불검출","적합"
"9","탄산음료","사가현","2018-07-08","720","불검출","불검출","적합"
"10","탄산음료","사가현","2018-06-29","360","불검출","불검출","적합"
"11","캔디류","시즈오카현","2018-05-02","288","불검출","불검출","적합"
"12","가르시니아
캄보지아추출물","시즈오카현","2018-07-19","474","불검출","불검출","적합"
"13","청주","이와테현","2018-07-25","130","불검출","불검출","적합"
