"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 109건","","","","340,662","","",""
"1","효모식품","오이타현","2018-10-09","2,100","불검출","불검출","적합"
"2","숙면","사이타마현","2018-11-30","2,640","불검출","불검출","적합"
"3","카레(커리)","니가타현","2018-10-24","2,904","불검출","불검출","적합"
"4","소스","후쿠오카현","2018-11-26","120","불검출","불검출","적합"
"5","혼합제제","미에현","2018-12-06","1,620","불검출","불검출","적합"
"6","혼합제제","사이타마현","2018-09-11","208","불검출","불검출","적합"
"7","혼합제제","사이타마현","2018-12-10","104","불검출","불검출","적합"
"8","혼합제제","사이타마현","2018-12-10","100","불검출","불검출","적합"
"9","혼합제제","히로시마현","2018-11-14","90","불검출","불검출","적합"
"10","글리세린지방산
에스테르","미에현","2018-08-30","32","불검출","불검출","적합"
"11","카레(커리)","니가타현","2018-10-24","792","불검출","불검출","적합"
"12","과자","아이치현","2018-11-29","59","불검출","불검출","적합"
"13","향신료조제품","사이타마현","2018-11-01","446","불검출","불검출","적합"
