"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 157건","","","","314,837","","",""
"1","청주","니가타현","2018-11-21","173","불검출","불검출","적합"
"2","청주","니가타현","2018-12-03","173","불검출","불검출","적합"
"3","청주","시즈오카현","2018-11-16","69","불검출","불검출","적합"
"4","염화마그네슘","오카야마현","2018-11-16","12,000","불검출","불검출","적합"
"5","글리세린지방산
에스테르","효고현","2018-11-21","225","불검출","불검출","적합"
"6","글리세린지방산
에스테르","효고현","2018-09-13","40","불검출","불검출","적합"
"7","혼합제제","시즈오카현","2018-12-03","100","불검출","불검출","적합"
"8","과자","나가노현","2018-11-23","7,258","불검출","불검출","적합"
"9","숙면","구마모토현","2018-11-26","385","불검출","불검출","적합"
"10","숙면","구마모토현","2018-11-26","1,461","불검출","불검출","적합"
"11","숙면","구마모토현","2018-11-26","1,251","불검출","불검출","적합"
"12","기타 코코아가공품","시즈오카현","2018-10-16","240","불검출","불검출","적합"
"13","당류가공품","시즈오카현","2018-10-31","440","불검출","불검출","적합"
