"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 103건","","","","211,106","","",""
"1","기타 코코아가공품","아이치현","2018-04-17","120","불검출","불검출","적합"
"2","과자","니가타현","2018-04-18","338","불검출","불검출","적합"
"3","소스","아이치현","2018-04-04","44","불검출","불검출","적합"
"4","식이섬유","도치기현","2018-03-06","525","불검출","불검출","적합"
"5","소스","아이치현","2018-05-16","2,002","불검출","불검출","적합"
"6","소스","아이치현","2018-05-16","9,159","불검출","불검출","적합"
"7","숙면","가가와현","2018-05-25","3,852","불검출","불검출","적합"
"8","절임식품","와카야마현","2018-05-21","878","불검출","불검출","적합"
"9","양조간장","오사카부","2018-05-20","600","불검출","불검출","적합"
"10","기타가공품","이바라키현","2018-05-15","27,000","불검출","불검출","적합"
"11","가공두부","후쿠오카현","2018-05-24","2,000","불검출","불검출","적합"
"12","가공두부","후쿠오카현","2018-05-29","1,300","불검출","불검출","적합"
"13","가공두부","후쿠오카현","2018-05-29","4,320","불검출","불검출","적합"
"14","가공두부","후쿠오카현","2018-05-30","4,806","불검출","불검출","적합"
"15","당류가공품","효고현","2018-04-21","60","불검출","불검출","적합"
