"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","46,335","-","-","-"
"1","활돔(참돔)","에히메현","2016-07-04","7,386","불검출","불검출","적합"
"2","활장어(먹장어)","시마네현","2016-07-04","1,626","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-07-04","11,113","불검출","불검출","적합"
"4","냉동다랑어
(남방참다랑어,목살,횟감)","인도양","2016-07-04","160","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,목살,횟감)","대서양","2016-07-04","645","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-07-04","3,900","불검출","불검출","적합"
"7","냉장갈치","오이타현","2016-07-04","85","불검출","불검출","적합"
"8","냉장갈치","에히메현","2016-07-04","210","불검출","불검출","적합"
"9","냉장갈치","에히메현","2016-07-04","240","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-07-04","13,975","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-07-04","6,995","불검출","불검출","적합"
