"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 142건","","","","1,057,604","","",""
"1","소스류","도치기현","2017-07-25","12,355","불검출","불검출","적합"
"2","맥주","오이타현","2017-08-24","231,840","불검출","불검출","적합"
"3","드레싱","사가현","2017-06-30","4,672","불검출","불검출","적합"
"4","개별인정형
건강기능식품","도쿄도","2017-06-15","10","불검출","불검출","적합"
"5","당류가공품","오사카부","2017-08-24","92","불검출","불검출","적합"
"6","캔디류(사탕)","아이치현","2017-09-08","348","불검출","불검출","적합"
"7","과자(쿠키)","도쿠시마현","2017-08-08","360","불검출","불검출","적합"
"8","효모추출물제품","오이타현","2017-08-12","1,500","불검출","불검출","적합"
"9","캔디류(사탕)","후쿠시마현","2017-08-25","265","불검출","불검출","적합"
