"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 56건","","","","441,261","","",""
"1","곡류가공품","이바라키현","2017-08-25","1,600","불검출","불검출","적합"
"2","당류가공품","오사카부","2017-09-19","2,808","불검출","불검출","적합"
"3","당류가공품","오사카부","2017-09-15","1,500","불검출","불검출","적합"
"4","혼합제제","후쿠시마현","2017-08-28","68","불검출","불검출","적합"
"5","과자(스낵과자)","이바라키현","2017-09-11","2,855","불검출","불검출","적합"
"6","과자(스낵과자)","이바라키현","2017-09-08","2,390","불검출","불검출","적합"
"7","초콜릿가공품","후쿠오카현","2017-09-19","4,704","불검출","불검출","적합"
"8","초콜릿가공품","후쿠오카현","2017-09-19","4,570","불검출","불검출","적합"
"9","카레","나가노현","2017-08-07","4,500","불검출","불검출","적합"
