"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 122건","","","","626,524","","",""
"1","혼합제제","이바라키현","2017-07-04","810","불검출","불검출","적합"
"2","혼합제제","이바라키현","2017-07-04","1,440","불검출","불검출","적합"
"3","혼합제제","이바라키현","2017-06-30","870","불검출","불검출","적합"
"4","혼합제제","오사카부","2017-08-02","60","불검출","불검출","적합"
"5","혼합제제","히로시마현","2017-06-26","30","불검출","불검출","적합"
"6","혼합제제","이바라키현","2017-06-29","120","불검출","불검출","적합"
"7","혼합제제","히로시마현","2017-06-28","30","불검출","불검출","적합"
"8","혼합제제","이바라키현","2017-06-28","150","불검출","불검출","적합"
"9","혼합제제","히로시마현","2017-07-03","330","불검출","불검출","적합"
"10","혼합제제","이바라키현","2017-06-28","120","불검출","불검출","적합"
"11","기타천연착향료","히로시마현","2017-06-23","60","불검출","불검출","적합"
"12","혼합제제","이바라키현","2017-06-27","225","불검출","불검출","적합"
"13","혼합제제","이바라키현","2017-07-04","60","불검출","불검출","적합"
