"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건36","-","-","101,024","-","-","-"
"1","냉장갈치","오이타현","2015-10-15","1,265","불검출","불검출","적합"
"2","냉장갈치","야마구치현","2015-10-15","830","불검출","불검출","적합"
"3","냉장돔 참돔(
)","야마구치현","2015-10-15","565","불검출","불검출","적합"
"4","냉장돔 황돔(
)","야마구치현","2015-10-15","380","불검출","불검출","적합"
"5","냉장준치","야마구치현","2015-10-15","1,168","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2015-10-15","18,788","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-10-15","18,652","불검출","불검출","적합"
"8","냉장명태","홋카이도","2015-10-15","5,200","불검출","불검출","적합"
"9","활꼬막","후쿠오카현","2015-10-15","1,400","불검출","불검출","적합"
"10","활꼬막 새꼬막
(
)","후쿠오카현","2015-10-15","2,000","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-10-15","5,000","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-10-15","330","불검출","불검출","적합"
"13","냉장갈치","히로시마현","2015-10-15","110","불검출","불검출","적합"
"14","냉장가오리","에히메현","2015-10-15","280","불검출","불검출","적합"
"15","냉장갈치","야마구치현","2015-10-15","75","불검출","불검출","적합"
"16","냉장준치","나가사키현","2015-10-15","2,944","불검출","불검출","적합"
