"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2015-10-15","9,120","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2015-10-15","3,764","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2015-10-15","4,736","불검출","불검출","적합"
"20","냉장갈치","오이타현","2015-10-15","620","불검출","불검출","적합"
"21","활꼬막 새꼬막
(
)","사가현","2015-10-15","3,380","불검출","불검출","적합"
"22","활꼬막","사가현","2015-10-15","1,000","불검출","불검출","적합"
"23","냉장갈치","에히메현","2015-10-15","500","불검출","불검출","적합"
"24","냉장명태","홋카이도","2015-10-15","4,565","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2015-10-15","258","불검출","불검출","적합"
"26","냉장갈치","오이타현","2015-10-15","850","불검출","불검출","적합"
"27","활꼬막 새꼬막
(
)","사가현","2015-10-15","2,600","불검출","불검출","적합"
"28","활꼬막","사가현","2015-10-15","660","불검출","불검출","적합"
"29","냉장준치","구마모토현","2015-10-15","315","불검출","불검출","적합"
"30","냉장명태","홋카이도","2015-10-15","4,565","불검출","불검출","적합"
"31","냉장갈치","에히메현","2015-10-15","518","불검출","불검출","적합"
"32","냉장갈치","효고현","2015-10-15","192","불검출","불검출","적합"
"33","냉장갈치","와카야마현","2015-10-15","752","불검출","불검출","적합"
"34","활장어 먹장어
(
)","후쿠오카현","2015-10-15","1,398","불검출","불검출","적합"
"35","활장어 먹장어
(
)","후쿠오카현","2015-10-15","1,584","불검출","불검출","적합"
"36","활게 참게(
)","오이타현","2015-10-15","660","불검출","불검출","적합"
