"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건62","-","-","194,170","-","-","-"
"1","활문어","홋카이도","2016-01-21","3,100","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-01-21","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-01-21","7,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-01-21","7,500","불검출","불검출","적합"
"5","활게 대게(
)","홋카이도","2016-01-21","5,474","불검출","불검출","적합"
"6","냉동다랑어 눈다(
랑어 횟감
,F,
)","태평양","2016-01-21","420","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-01-21","6,986","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2016-01-21","700","불검출","불검출","적합"
"9","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-21","2,000","불검출","불검출","적합"
"10","냉동웅어","후쿠오카현","2016-01-21","1,230","불검출","불검출","적합"
"11","활꼬막","후쿠오카현","2016-01-21","1,360","불검출","불검출","적합"
"12","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-21","4,940","불검출","불검출","적합"
"13","냉장돔 참돔(
)","나가사키현","2016-01-21","200","불검출","불검출","적합"
"14","냉장돔 황돔(
)","나가사키현","2016-01-21","96","불검출","불검출","적합"
