"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","냉장돔 황돔(
)","나가사키현","2016-01-21","1,596","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-01-21","40","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-01-21","7,500","불검출","불검출","적합"
"18","활해삼","나가사키현","2016-01-21","490","불검출","불검출","적합"
"19","냉장갈치","오이타현","2016-01-21","295","불검출","불검출","적합"
"20","냉장갈치","후쿠오카현","2016-01-21","488","불검출","불검출","적합"
"21","냉장가오리","야마구치현","2016-01-21","120","불검출","불검출","적합"
"22","냉장돔 황돔(
)","야마구치현","2016-01-21","1,080","불검출","불검출","적합"
"23","활꼬막","사가현","2016-01-21","700","불검출","불검출","적합"
"24","활꼬막 새꼬막
(
)","사가현","2016-01-21","1,000","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-01-21","3,000","불검출","불검출","적합"
"26","냉장갈치","오이타현","2016-01-21","815","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2016-01-21","16","불검출","불검출","적합"
"28","냉장갈치","효고현","2016-01-21","744","불검출","불검출","적합"
"29","냉장병어","효고현","2016-01-21","30","불검출","불검출","적합"
"30","냉장갈치","에히메현","2016-01-21","756","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-01-21","8,870","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-01-21","5,400","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2016-01-21","8,760","불검출","불검출","적합"
