"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건56","-","-","196,850","-","-","-"
"1","활방어","에히메현","2016-01-19","662","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2016-01-19","2,905","불검출","불검출","적합"
"3","활방어","에히메현","2016-01-19","5,522","불검출","불검출","적합"
"4","활방어","에히메현","2016-01-19","6,162","불검출","불검출","적합"
"5","활방어","에히메현","2016-01-19","14,050","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-01-19","7,200","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-01-19","10,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-01-19","8,060","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-01-19","6,909","불검출","불검출","적합"
"10","냉장돔 참돔(
)","야마구치현","2016-01-19","112","불검출","불검출","적합"
"11","냉장돔 참돔(
)","나가사키현","2016-01-19","848","불검출","불검출","적합"
"12","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-19","5,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-01-19","7,000","불검출","불검출","적합"
"14","냉장돔 참돔(
)","야마구치현","2016-01-19","1,613","불검출","불검출","적합"
