"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"67","활성탄","가나가와현","2014-03-25","4,000","불검출","불검출","적합"
"68","당류가공품","아이치현","2014-01-20","120","불검출","불검출","적합"
"69","혼합제제","가나가와현","2014-02-17","120","불검출","불검출","적합"
"70","혼합제제","이바라키현","2014-03-07","100","불검출","불검출","적합"
"71","혼합제제","이바라키현","2014-03-11","340","불검출","불검출","적합"
"72","혼합제제","이바라키현","2014-02-17","500","불검출","불검출","적합"
"73","혼합제제","가나가와현","2014-03-17","200","불검출","불검출","적합"
"74","소스류","시가현","2014-04-02","20,000","불검출","불검출","적합"
"75","맥주","후쿠오카현","2014-03-01","29,250","불검출","불검출","적합"
"76","맥주","후쿠오카현","2014-01-21","48,873.6","불검출","불검출","적합"
"77","인스턴트커피","미에현","2014-03-05","504","불검출","불검출","적합"
"78","소스류","후쿠오카현","2014-04-02","3,000","불검출","불검출","적합"
"79","이산화규소","도쿠시마현","2014-03-17","5,000","불검출","불검출","적합"
"80","혼합제제","와카야마현","2013-12-04","2,010","불검출","불검출","적합"
"81","소스류","에히메현","2013-09-14","1,020","불검출","불검출","적합"
"82","혼합제제","오카야마현","2014-04-02","360","불검출","불검출","적합"
