"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","전분가공품","나가노현","2018-10-22","20","불검출","불검출","적합"
"16","혼합제제","시즈오카현","2018-10-10","100","불검출","불검출","적합"
"17","기타 주류","미에현","2018-08-24","180","불검출","불검출","적합"
"18","리큐르","미에현","2018-08-20","108","불검출","불검출","적합"
"19","기타 주류","미에현","2018-09-03","180","불검출","불검출","적합"
"20","리큐르","미에현","2017-10-25","258","불검출","불검출","적합"
"21","소주","가고시마현","2018-07-30","86","불검출","불검출","적합"
"22","소주","가고시마현","2018-06-28","86","불검출","불검출","적합"
"23","소주","가고시마현","2018-09-01","130","불검출","불검출","적합"
"24","소주","미야자키현","2018-08-06","259","불검출","불검출","적합"
"25","소주","미야자키현","2018-08-09","259","불검출","불검출","적합"
"26","맥주","후쿠오카현","2018-10-10","104,688","불검출","불검출","적합"
"27","기타가공품","나가노현","2018-09-27","1,000","불검출","불검출","적합"
"28","혼합제제","사이타마현","2018-10-22","234","불검출","불검출","적합"
"29","합성향료","사이타마현","2018-08-30","100","불검출","불검출","적합"
"30","혼합제제","사이타마현","2018-09-04","90","불검출","불검출","적합"
"31","혼합제제","사이타마현","2018-10-18","234","불검출","불검출","적합"
"32","기타천연착향료","사이타마현","2018-10-22","17","불검출","불검출","적합"
"33","탄산음료","오사카부","2018-09-19","720","불검출","불검출","적합"
"34","탄산음료","오사카부","2018-08-28","7,800","불검출","불검출","적합"
"35","카레","아이치현","2018-10-29","300","불검출","불검출","적합"
"36","EPA및DHA함유유
지(원료성)","훗카이도","2018-08-29","900","불검출","불검출","적합"
"37","기타
수산물가공
품","도쿄도","2018-10-05","28","불검출","불검출","적합"
"38","향신료조제품","사이타마현","2018-09-07","90","불검출","불검출","적합"
"39","당류가공품","오카야마현","2018-07-26","16,000","불검출","불검출","적합"
"40","소스","도치기현","2018-08-29","12,355","불검출","불검출","적합"
"41","헤미셀룰라아제","효고현","2018-06-14","150","불검출","불검출","적합"
"42","합성향료","가나가와현","2018-10-17","3","불검출","불검출","적합"
"43","청주","야마가타현","2018-04-25","86","불검출","불검출","적합"
"44","청주","야마가타현","2018-02-15","86","불검출","불검출","적합"
"45","밀크초콜릿","훗카이도","2018-10-15","225","불검출","불검출","적합"
"46","청주","니가타현","2018-10-16","86","불검출","불검출","적합"
