"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태","러시아","2019-01-08","12,000","적합","적합","적합"
"2","냉동꽁치","대만","2019-01-08","44,509","적합","적합","적합"
"3","냉동명태","러시아","2019-01-08","23,670","적합","적합","적합"
"4","냉동꽁치","대만","2019-01-08","29,120","적합","적합","적합"
"5","냉동명태","러시아","2019-01-08","11,448","적합","적합","적합"
"6","냉동명태(F)","러시아","2019-01-08","23,500","적합","적합","적합"
"7","냉동소라살(자숙)","우크라이나","2019-01-08","23,128","적합","적합","적합"
"8","냉동꽁치","대만","2019-01-08","245,485","적합","적합","적합"
"9","냉동다랑어(참다랑어,F)","사이프러스","2019-01-08","2,568","적합","적합","적합"
"10","냉동명태(F)","러시아","2019-01-08","21,250","적합","적합","적합"
"11","냉동명태(F)","러시아","2019-01-08","20,384","적합","적합","적합"
"합계","","-","-","457,062","-","-","-"
