"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 204건","","","","1,122,387","","",""
"1","소주","가고시마현","2018-10-24","108","불검출","불검출","적합"
"2","혼합제제","효고현","2018-12-18","34","불검출","불검출","적합"
"3","글리세린지방산
에스테르","미에현","2018-11-29","20","불검출","불검출","적합"
"4","혼합제제","효고현","2018-12-06","17","불검출","불검출","적합"
"5","글리세린지방산
에스테르","미에현","2018-12-10","200","불검출","불검출","적합"
"6","글리세린지방산
에스테르","미에현","2018-10-12","208","불검출","불검출","적합"
"7","합성향료","도쿄도","2018-12-07","20","불검출","불검출","적합"
"8","소스","나가사키현","2018-11-17","24,145","불검출","불검출","적합"
"9","클로렐라 제품","교토부","2018-12-10","603","불검출","불검출","적합"
"10","혼합제제","히로시마현","2018-12-11","45","불검출","불검출","적합"
"11","혼합제제","사이타마현","2018-12-07","25","불검출","불검출","적합"
"12","헤미셀룰라아제","효고현","2018-11-23","40","불검출","불검출","적합"
